"DATE","day_of_year","year","season","Net_Depth","Station","source","CI","CSI","DW","Cfin_CI_m2","Cfin_CII_m2","Cfin_CIII_m2","Cfin_CIV_m2","Cfin_CV_m2","Cfin_F_m2","Cfin_M_m2","reference_prediction_CI","reference_difference_CI","reference_prediction_DW","reference_difference_DW"
2022-07-11,192,2022,"summer",107,"DMC-2","UBER",NA,NA,5.87161489607646,NA,NA,NA,NA,NA,NA,NA,29495.7894799255,NA,5.48720820313067,0.38440669294579
2022-07-11,192,2022,"summer",107,"DMC-2","UBER",16279.4506839257,4.34615384615385,7.51494273514798,0,1605.01626461239,2522.16841581947,2751.45645362124,10088.6736632779,687.864113405309,229.28803780177,29495.7894799255,-13216.3387959998,5.48720820313067,2.02773453201731
2022-07-27,208,2022,"summer",NA,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26531.1860013887,NA,5.43599298500898,NA
2022-07-27,208,2022,"summer",107,"DMC-2","UBER",56863.4333748389,2.97198879551821,8.70556318053588,16283.6195573402,19126.7912260822,20936.0822880089,23262.3136533432,12148.0971300792,516.940303407626,0,26531.1860013887,30332.2473734502,5.43599298500898,3.2695701955269
2022-08-10,222,2022,"summer",107,"DMC-2","UBER",11846.5486197581,4.54205607476636,5.16086428799319,0,225.64854513825,1241.06699826037,3159.07963193549,6656.63208157836,676.945635414748,112.824272569125,24462.791438826,-12616.2428190679,5.73275022785964,-0.571885939866453
2022-08-10,222,2022,"summer",107,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24462.791438826,NA,5.73275022785964,NA
2022-08-24,236,2022,"summer",105,"DMC-2","UBER",10333.1456179979,4.23880597014925,5.69958608647669,0,317.942942092242,1112.80029732285,5087.08707347588,3974.28677615303,158.971471046121,0,22405.1634750731,-12072.0178570752,6.08561224037982,-0.386026153903128
2022-08-24,236,2022,"summer",105,"DMC-2","UBER",NA,NA,5.8761419700133,NA,NA,NA,NA,NA,NA,NA,22405.1634750731,NA,6.08561224037982,-0.209470270366517
2022-08-24,236,2022,"summer",105,"DMC-2","UBER",NA,NA,4.585925898015,NA,NA,NA,NA,NA,NA,NA,22405.1634750731,NA,6.08561224037982,-1.49968634236482
2022-09-07,250,2022,"winter",105,"DMC-2","UBER",NA,NA,4.40937001447839,NA,NA,NA,NA,NA,NA,NA,19319.709751802,NA,6.21808519324326,-1.80871517876487
2022-09-07,250,2022,"winter",105,"DMC-2","UBER",NA,NA,4.38220757085737,NA,NA,NA,NA,NA,NA,NA,19319.709751802,NA,6.21808519324326,-1.83587762238589
2022-09-17,260,2022,"winter",102,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16682.6955630174,NA,6.05326733402072,NA
2022-09-17,260,2022,"winter",102,"DMC-2","UBER",NA,NA,2.92901683713298,NA,NA,NA,NA,NA,NA,NA,16682.6955630174,NA,6.05326733402072,-3.12425049688774
2022-11-18,322,2022,"winter",106,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6002.3775822537,NA,2.60957212227893,NA
2022-11-18,322,2022,"winter",105,"DMC-2","UBER",NA,NA,3.42699497018495,NA,NA,NA,NA,NA,NA,NA,6002.3775822537,NA,2.60957212227893,0.817422847906015
2023-06-07,158,2023,"summer",105,"DMC-2","UBER",NA,NA,4.30524731393116,NA,NA,NA,NA,NA,NA,NA,33356.6776372671,NA,5.41023437463602,-1.10498706070486
2023-06-07,158,2023,"summer",105,"DMC-2","UBER",13933.2366012569,3.89090909090909,3.82085040268969,1211.58579141365,1514.48223926706,2120.27513497388,5755.03250921483,5149.239613508,605.792895706824,302.896447853412,33356.6776372671,-19423.4410360102,5.41023437463602,-1.58938397194633
2023-06-14,165,2023,"summer",105,"DMC-2","UBER",NA,NA,2.99692294618552,NA,NA,NA,NA,NA,NA,NA,33402.8990903129,NA,5.78224532442783,-2.78532237824231
2023-06-14,165,2023,"summer",105,"DMC-2","UBER",16244.2499565362,3.75206611570248,3.03766661161704,656.333331577222,2953.4999920975,5086.58331972347,4594.33332104055,5086.58331972347,1148.58333026014,328.166665788611,33402.8990903129,-17158.6491337767,5.78224532442783,-2.74457871281079
2023-07-06,187,2023,"summer",105,"DMC-2","UBER",5394.86109667641,4.40298507462687,2.21373915511287,174.027777312142,261.041665968213,870.138886560711,609.097220592498,3567.56943489892,174.027777312142,174.027777312142,30470.4850812878,-25075.6239846114,5.6184859364244,-3.40474678131153
2023-07-06,187,2023,"summer",105,"DMC-2","UBER",NA,NA,2.70266314029117,NA,NA,NA,NA,NA,NA,NA,30470.4850812878,NA,5.6184859364244,-2.91582279613323
2023-07-06,187,2023,"summer",94,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30470.4850812878,NA,5.6184859364244,NA
2023-07-12,193,2023,"summer",105,"DMC-2","UBER",NA,NA,2.90185439351196,NA,NA,NA,NA,NA,NA,NA,29299.4628788195,NA,5.46586721156519,-2.56401281805323
2023-07-12,193,2023,"summer",105,"DMC-2","UBER",5267.6407905034,3.56603773584906,2.62117580942812,1108.97700852703,970.354882461151,1663.46551279055,415.866378197636,2633.8203952517,277.244252131758,277.244252131758,29299.4628788195,-24031.8220883161,5.46586721156519,-2.84469140213707
2023-07-20,201,2023,"summer",94,"DMC-2","UBER",36395.14423618,2.89180327868852,NA,5199.30631945429,19397.4120379641,19197.4387179851,11198.5059188246,5999.19959937033,0,0,27769.3960659938,8625.74817018617,5.38751490339117,NA
2023-07-26,207,2023,"summer",94,"DMC-2","UBER",18966.486625146,4.07738095238095,NA,0,1073.57471463091,4771.44317613737,6799.30652599575,6322.16220838202,596.430397017171,477.144317613737,26700.7409010132,-7734.25427586721,5.42366059690787,NA
2023-07-31,212,2023,"summer",94,"DMC-2","UBER",18187.6186949236,4.32584269662921,NA,0,1082.59635088831,2598.23124213195,6495.57810532987,7145.13591586285,1082.59635088831,866.077080710649,25881.2595250103,-7693.64083008669,5.50009742589897,NA
2023-08-10,222,2023,"summer",94,"DMC-2","UBER",20686.6155111494,4.6125,NA,0,130.104500070122,1561.25400084146,5074.07550273476,13530.8680072927,0,520.418000280488,24462.791438826,-3776.17592767662,5.73275022785964,NA
2023-08-17,229,2023,"summer",94,"DMC-2","UBER",12332.3454398627,3.68918918918919,NA,440.440908566527,3523.52726853221,3303.30681424895,2862.86590568242,5725.73181136485,440.440908566527,0,23510.5303515924,-11178.1849117297,5.91882649510806,NA
2023-08-29,241,2023,"summer",94,"DMC-2","UBER",11033.1070861352,4.3956043956044,NA,0,247.934990699666,991.739962798666,4710.76482329366,4710.76482329366,123.967495349833,495.869981399333,21439.9855398243,-10406.8784536891,6.17323262476545,NA
2023-08-29,241,2023,"summer",94,"DMC-2","UBER",11254.0245947516,4.1604938271605,NA,0,740.396354917868,1776.95125180288,4442.37812950721,4886.61594245793,0,148.079270983574,21439.9855398243,-10185.9609450727,6.17323262476545,NA
2023-07-19,200,2023,"summer",105,"DMC-2","UBER",NA,NA,5.34194724546663,NA,NA,NA,NA,NA,NA,NA,27955.0392873511,NA,5.38864144632977,-0.0466942008631355
2023-08-23,235,2023,"summer",105,"DMC-2","UBER",NA,NA,3.16442468184846,NA,NA,NA,NA,NA,NA,NA,22578.2529906695,NA,6.0643030503483,-2.89987836849984
2023-08-29,241,2023,"summer",105,"DMC-2","UBER",8486.75460692214,4.63157894736842,2.62570288336496,0,0,893.34259020233,1786.68518040466,5360.05554121398,148.890431700388,297.780863400777,21439.9855398243,-12953.2309329021,6.17323262476545,-3.5475297414005
2023-08-29,241,2023,"summer",105,"DMC-2","UBER",9200.50770734151,4.57333333333333,NA,0,124.331185234345,870.318296640414,2362.29251945255,5470.57215031117,372.993555703035,124.331185234345,21439.9855398243,-12239.4778324828,6.17323262476545,NA
2023-09-11,254,2023,"winter",105,"DMC-2","UBER",5624.29515351742,4.76315789473684,3.30476397389038,0,152.007977122092,152.007977122092,1064.05583985465,3952.2074051744,456.023931366277,0,18280.3830682846,-12656.0879147672,6.17865415661455,-2.87389018272417
2023-09-11,254,2023,"winter",105,"DMC-2","UBER",5461.23205078644,4.86842105263158,4.22375998306811,0,0,0,1149.73306332346,3880.34908871668,431.149898746298,0,18280.3830682846,-12819.1510174982,6.17865415661455,-1.95489417354644
2023-09-11,254,2023,"winter",105,"DMC-2","UBER",7042.1150128562,4.95918367346939,4.06531239527885,0,0,287.433265830865,574.866531661731,5317.51541787101,718.583164577164,143.716632915433,18280.3830682846,-11238.2680554284,6.17865415661455,-2.1133417613357
2023-09-11,254,2023,"winter",94,"DMC-2","UBER",6171.44746135134,4.68292682926829,NA,0,154.286186533783,462.85855960135,1388.57567880405,3548.58229027702,617.144746135133,154.286186533783,18280.3830682846,-12108.9356069333,6.17865415661455,NA
2023-09-11,254,2023,"winter",94,"DMC-2","UBER",2807.81079211161,4.61111111111111,NA,0,165.165340712447,330.330681424895,165.165340712447,2147.14942926182,165.165340712447,0,18280.3830682846,-15472.572276173,6.17865415661455,NA
2023-09-11,254,2023,"winter",94,"DMC-2","UBER",6194.87241784442,4.86046511627907,NA,0,0,0,1440.66800414986,4177.93721203461,576.267201659946,0,18280.3830682846,-12085.5106504402,6.17865415661455,NA
2023-09-11,254,2023,"winter",94,"DMC-2","UBER",5182.77448442508,4.51351351351351,NA,0,296.158541967147,592.317083934294,1184.63416786859,2813.5061486879,592.317083934294,0,18280.3830682846,-13097.6085838595,6.17865415661455,NA
2024-06-12,164,2024,"summer",100,"DMC-2","UBER",6669.3499962318,3.35135135135135,2.96523342862767,3408.77888696292,889.24666616424,1037.45444385828,1630.28555463444,2074.90888771656,889.24666616424,1037.45444385828,33435.1798278751,-26765.8298316433,5.74188464327481,-2.77665121464714
2024-06-12,164,2024,"summer",100,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33435.1798278751,NA,5.74188464327481,NA
2024-07-03,185,2024,"summer",107,"DMC-2","UBER",23034.9556495297,4.37378640776699,10.7291652303016,1711.16813396506,2369.30972395162,2500.93804194893,1447.91149797043,15663.7698416802,1316.28317997312,2106.053087957,30849.2754069121,-7814.31975738237,5.67660737213901,5.05255785816259
2024-07-03,185,2024,"summer",107,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30849.2754069121,NA,5.67660737213901,NA
2024-07-25,207,2024,"summer",103,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26700.7409010132,NA,5.42366059690787,NA
2024-07-25,207,2024,"summer",103,"DMC-2","UBER",12842.4640341421,3.96078431372549,NA,1463.06552287695,2275.87970225304,2438.44253812825,1625.62835875217,6827.63910675911,975.377015251301,975.377015251301,26700.7409010132,-13858.2768668711,5.42366059690787,NA
2024-07-26,208,2024,"summer",105,"DMC-2","UBER",17455.5827061869,4.07738095238095,NA,0,988.0518512936,4391.34156130489,6257.66172485947,5818.52756872898,548.917695163111,439.134156130489,26531.1860013887,-9075.60329520178,5.43599298500898,NA
2024-08-14,227,2024,"summer",103,"DMC-2","UBER",11550.6313650537,4.38372093023256,5.64526119923466,791.139134592722,1265.82261534836,791.139134592722,316.455653837089,9968.3530958683,474.683480755633,0,23791.3112768614,-12240.6799118077,5.86611141319274,-0.220850213958085
2024-08-14,227,2024,"summer",105,"DMC-2","UBER",15127.41455084,4.79310344827586,NA,0,681.415069857655,817.698083829186,681.415069857655,12538.0372853809,545.132055886124,545.132055886124,23791.3112768614,-8663.89672602144,5.86611141319274,NA
2024-08-28,241,2024,"summer",103,"DMC-2","UBER",17044.0041747828,4.13385826771654,NA,1911.47710371396,1274.31806914264,2070.76686235679,4141.53372471358,8601.64696671282,1752.18734507113,477.86927592849,21439.9855398243,-4395.98136504148,6.17323262476545,NA
2025-03-26,85,2025,"spring",108,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8155.94555266243,NA,1.07511478872386,NA
2025-04-15,105,2025,"spring",107,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14578.5514506507,NA,1.59199887380765,NA
2025-05-08,128,2025,"spring",107,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24827.2661156683,NA,2.92579345381997,NA
2025-05-08,128,2025,"spring",107,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24827.2661156683,NA,2.92579345381997,NA
2025-05-29,149,2025,"summer",105,"DMC-2","UBER",NA,NA,3.96571676866846,NA,NA,NA,NA,NA,NA,NA,32230.745328773,NA,4.71312798080053,-0.747411212132072
2025-05-29,149,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32230.745328773,NA,4.71312798080053,NA
2025-06-26,177,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32213.2222169036,NA,5.87597069243411,NA
2025-06-26,177,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32213.2222169036,NA,5.87597069243411,NA
2025-07-17,198,2025,"summer",105,"DMC-2","UBER",5707.79177881567,4.76785714285714,NA,0,439.060906062744,109.765226515686,987.887038641174,3512.48724850195,658.591359094116,439.060906062744,28331.7651784895,-22623.9733996738,5.39785947927805,NA
2025-07-17,198,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28331.7651784895,NA,5.39785947927805,NA
2025-08-07,219,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24864.2842166411,NA,5.6555585431444,NA
2025-08-28,240,2025,"summer",105,"DMC-2","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21647.263197607,NA,6.15858707684856,NA
2025-05-08,128,2025,"spring",NA,"DMC-2","MBON",7922.37938946324,4.03389830508475,NA,808.40606014931,808.40606014931,808.40606014931,2425.21818044793,4203.71151277641,323.362424059724,161.681212029862,24827.2661156683,-16904.886726205,2.92579345381997,NA
2025-05-29,149,2025,"summer",NA,"DMC-2","MBON",27539.6997824198,4.29113924050633,NA,754.512322806022,1509.02464561204,5281.58625964216,6036.09858244818,13203.9656491054,1886.28080701506,1131.76848420903,32230.745328773,-4691.04554635318,4.71312798080053,NA
2025-07-17,198,2025,"summer",NA,"DMC-2","MBON",5234.42923946678,4.45238095238095,NA,0,707.355302630646,707.355302630646,565.884242104517,3112.36333157484,282.942121052258,565.884242104517,28331.7651784895,-23097.3359390227,5.39785947927805,NA
2025-06-26,177,2025,"summer",NA,"DMC-2","MBON",16071.1124757683,3.88372093023256,NA,679.06109052542,2716.24436210168,3621.65914946891,4753.42763367794,6564.25720841239,452.707393683613,679.06109052542,32213.2222169036,-16142.1097411353,5.87597069243411,NA
2025-08-05,217,2025,"summer",NA,"DMC-2","MBON",8551.13965846825,3,NA,4275.56982923413,4024.06572163212,2766.54518362208,754.512322806022,3269.5533988261,1006.01643040803,754.512322806022,25139.7677705582,-16588.6281120899,5.60685714847,NA
2025-08-28,240,2025,"summer",NA,"DMC-2","MBON",13581.2218105084,4.36538461538462,NA,0,1131.76848420903,848.826363156775,4810.01605788839,7356.49514735872,282.942121052258,282.942121052258,21647.263197607,-8066.04138709864,6.15858707684856,NA
2025-11-24,328,2025,"winter",NA,"DMC-2","MBON",10940.4286806873,5,NA,0,0,0,188.628080701506,10563.1725192843,0,188.628080701506,5507.37063368727,5433.05804700003,2.29752507075606,NA
