"fYear","month","polygon","n_observations","mean_cfin_0_80","sd_cfin_0_80","min_cfin_0_80","max_cfin_0_80","mean_cgla_0_80","sd_cgla_0_80","min_cgla_0_80","max_cgla_0_80","mean_chyp_0_80","sd_chyp_0_80","min_chyp_0_80","max_chyp_0_80","mean_cfin_below_80","sd_cfin_below_80","min_cfin_below_80","max_cfin_below_80","mean_cgla_below_80","sd_cgla_below_80","min_cgla_below_80","max_cgla_below_80","mean_chyp_below_80","sd_chyp_below_80","min_chyp_below_80","max_chyp_below_80","mean_cfin_total","sd_cfin_total","min_cfin_total","max_cfin_total","mean_cgla_total","sd_cgla_total","min_cgla_total","max_cgla_total","mean_chyp_total","sd_chyp_total","min_chyp_total","max_chyp_total"
2015,4,"GeorgesNEC",180,3495.599,971.025,888.177,6901.799,4.188,3.417,0.121,13.814,321.192,153.557,89.07,708.834,3135.811,1130.892,1113.922,5812.508,3.48,2.651,0.08,12.101,716.96,353.749,205.718,1576.688,6631.41,1885.989,2339.203,11772.806,7.668,5.986,0.202,25.914,1038.152,506.516,294.787,2278.452
2015,4,"GMB150",36,1213.42,280.134,727.839,1607.31,26.365,12.482,9.948,53.18,187.997,105.846,55.866,401.374,792.464,179.165,29.91,1013.213,16.585,6.612,0.627,29.079,460.708,223.192,3.885,828.133,2005.884,387.492,832.764,2480.862,42.95,18.457,17.456,82.259,648.705,322.065,178.493,1229.507
2015,4,"BOF",44,625.039,224.445,29.52,972.25,23.92,6.476,8.09,33.491,196.371,94.443,2.148,423.825,394.405,257.422,4.823,858.087,12.633,7.825,0.198,26.701,249.372,170.932,1.079,564.287,902.915,463.832,29.52,1830.337,32.821,12.236,8.09,57.512,372.065,194.015,2.148,719.954
2015,5,"ecomon_14",38,1340.006,472.646,437.367,1974.611,0,0,0,0,19.534,15.677,3.924,73.202,2037.083,796.571,1075.696,3940.098,0,0,0,0,44.573,52.363,3.202,218.511,3377.088,646.699,2400.069,5335.284,0,0,0,0,64.107,67.374,10.575,291.712
2015,5,"ecomon_15",114,1981.224,224.052,1072.156,2521.713,0,0,0,0,9.675,6.598,3.173,28.108,446.619,373.287,8.271,1239.031,0,0,0,0,0.806,2.006,0,8.084,2087.002,333.785,1072.156,3049.153,0,0,0,0,9.866,7.109,3.173,36.192
2015,5,"ecomon_16",129,1028.65,420.607,434.672,2018.489,0,0,0,0,4.721,2.161,1.251,9.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.65,420.607,434.672,2018.489,0,0,0,0,4.721,2.161,1.251,9.817
2015,5,"ecomon_17",30,318.579,113.865,121.745,489.253,0,0,0,0,2.69,1.541,0.879,6.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.579,113.865,121.745,489.253,0,0,0,0,2.69,1.541,0.879,6.638
2015,5,"ecomon_18",43,1570.282,470.244,680.336,2296.528,0,0,0,0,34.978,18.53,11.448,81.991,2778.098,1447.397,994.611,8052.22,0,0,0,0,74.225,70.303,4.893,245.263,4348.38,1138.368,2582.284,9141.723,0,0,0,0,109.203,86.566,30.975,327.254
2015,5,"ecomon_19",144,2167.951,332.479,1343.031,2736.346,0,0,0,0,10.831,8.308,3.693,36.906,317.647,325.452,3.766,1177.504,0,0,0,0,0.291,1.12,0,5.651,2269.421,374.053,1343.031,3116.034,0,0,0,0,10.924,8.505,3.693,37.103
2015,5,"ecomon_20",80,956.294,252.951,543.547,1593.828,0,0,0,0.001,8.117,3.522,1.977,18.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.294,252.951,543.547,1593.828,0,0,0,0.001,8.117,3.522,1.977,18.115
2015,5,"ecomon_21",17,478.084,145.956,200.573,751.138,0,0,0,0.001,5.122,3.654,0.583,13.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.084,145.956,200.573,751.138,0,0,0,0.001,5.122,3.654,0.583,13.535
2015,5,"ecomon_22",38,2107.953,552.156,1047.994,2834.533,0,0,0,0,44.309,26.432,17.875,108.428,3910.175,2388.401,1332.49,9872.935,0,0,0,0,107.865,105.765,8.301,433.711,6018.128,1983.775,3270.982,11085.556,0,0,0,0,152.174,130.047,41.781,542.139
2015,5,"ecomon_23",151,2399.536,498.294,1562.747,4431.055,0,0,0,0,16.896,11.979,3.427,54.343,557.682,480.849,0.095,1580.812,0,0,0,0,1.422,2.822,0,10.519,2602.666,577.745,1562.747,4431.055,0,0,0,0,17.414,13.147,3.427,62.907
2015,5,"ecomon_24",82,1200.616,524.908,378.452,2645.294,0,0,0,0,3.255,1.831,0.563,8.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.616,524.908,378.452,2645.294,0,0,0,0,3.255,1.831,0.563,8.738
2015,5,"ecomon_25",70,249.973,195.901,6.791,884.762,0,0.001,0,0.004,0.44,0.394,0.011,1.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.973,195.901,6.791,884.762,0,0.001,0,0.004,0.44,0.394,0.011,1.741
2015,5,"ecomon_26",43,1139.718,205.582,688.191,1465.605,0,0,0,0,53.515,24.641,15.004,126.17,1821.816,795.426,728.477,4177.268,0,0,0,0,119.874,84.886,14.085,360.618,2961.534,707.542,1742.648,5079.78,0,0,0,0,173.389,107.04,52.031,486.789
2015,5,"ecomon_27",126,1384.797,271.792,988.472,1998.591,0,0,0,0,17.88,14.4,2.818,65.693,330.497,272.268,3.063,966.082,0,0,0,0,1.697,4.145,0,19.059,1536.931,386.788,988.472,2327.156,0,0,0,0,18.661,16.37,2.818,80.602
2015,5,"ecomon_28",24,1199.183,442.18,246.13,2092.092,0.011,0.015,0,0.049,135.55,87.196,29.134,299.598,3656.258,1494.065,1108.773,6127.972,0.04,0.058,0,0.196,421.065,356.045,14.824,1315.918,4855.441,1248.492,2765.974,7052.306,0.052,0.07,0,0.243,556.615,437.125,73.226,1527.878
2015,5,"ecomon_29",157,1768.799,327.191,1098.162,2411.285,0.002,0.003,0,0.013,16.896,16.035,2.47,118.914,609.128,784.518,1.885,3770.845,0.001,0.004,0,0.022,13.204,47.912,0,292.571,2048.144,740.23,1098.162,5607.133,0.003,0.005,0,0.031,22.952,45.819,2.47,411.485
2015,5,"ecomon_30",131,782.887,226.859,189.33,1342.651,0,0,0,0.003,2.003,1.036,0.144,4.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.887,226.859,189.33,1342.651,0,0,0,0.003,2.003,1.036,0.144,4.226
2015,5,"ecomon_31",67,658.548,327.561,151.779,1441.116,0.001,0.001,0,0.005,1.443,1.397,0.095,5.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.548,327.561,151.779,1441.116,0.001,0.001,0,0.005,1.443,1.397,0.095,5.205
2015,5,"ecomon_32",56,1783.228,234.821,1141.002,2164.835,0.017,0.01,0.002,0.038,25.167,16.292,2.748,70.195,2103.41,1247.729,10.982,4148.274,0.028,0.025,0,0.088,57.877,51.159,0,188.133,3548.59,1387.687,1141.002,5860.792,0.04,0.034,0.002,0.123,73.743,66.769,2.748,258.328
2015,5,"ecomon_33",70,2432.363,1170.191,103.111,4165.354,0.006,0.014,0,0.079,17.538,15.204,0.122,68.652,802.413,588.998,15.122,2179.95,0.003,0.01,0,0.048,1.206,2.675,0,11.167,2718.939,1467.012,103.111,5720.073,0.007,0.019,0,0.127,17.969,16.328,0.122,79.818
2015,5,"ecomon_34",136,3223.877,421.187,2228.687,4196.322,0.033,0.031,0.001,0.13,37.408,12.391,19.712,89.741,4835.109,1344.057,1831.861,8021.615,0.058,0.067,0.001,0.286,89.197,36.785,12.784,215.462,8058.986,1467.235,4163.684,11456.032,0.091,0.098,0.002,0.416,126.605,47.298,43.727,305.203
2015,5,"ecomon_35",39,1166.113,510.085,230.726,2686.267,0.305,0.416,0.002,1.483,16.971,13.9,0.933,61.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166.113,510.085,230.726,2686.267,0.305,0.416,0.002,1.483,16.971,13.9,0.933,61.998
2015,5,"ecomon_36",93,2063.806,547.929,869.185,3225.948,1.021,0.955,0.11,3.983,50.138,20.315,4.038,95.339,1692.103,1175.169,34.722,5058.479,1.149,1.32,0.005,4.888,68.35,68.471,0,226.849,3228.264,1374.486,869.185,7224.648,1.811,2.115,0.115,8.479,97.175,74.38,4.038,321.45
2015,5,"ecomon_37",123,2108.96,421.515,1403.1,2789.532,0.288,0.307,0.03,1.717,73.965,22.498,33.499,125.164,6079.262,756.089,3186.437,7238.29,0.87,0.867,0.068,4.545,195.554,69.803,83.53,357.371,8188.222,963.677,4903.169,9411.043,1.158,1.161,0.098,6.212,269.52,92.035,117.029,482.535
2015,5,"ecomon_38",214,3186.081,825.103,1268.135,4735.994,0.315,0.26,0.008,1.5,137.847,95.557,24.396,416.982,5493.995,1226.786,2297.822,8711.53,0.479,0.3,0.018,1.36,383.098,277.624,69.751,1177.267,8680.075,1179.224,4300.583,11814.094,0.795,0.539,0.026,2.86,520.945,372.537,94.147,1543.877
2015,5,"ecomon_40",61,910.605,525.868,69.322,1841.565,3.156,1.246,0.463,4.929,35.41,31.532,0.286,107.275,512.141,344.757,29.712,971.391,1.114,0.873,0.049,2.608,4.753,6.063,0,21.092,1070.125,746.912,69.322,2708.808,3.503,1.526,0.463,7.073,36.89,34.075,0.286,117.292
2015,5,"ecomon_41",249,1691.26,399.747,1038.703,2799.94,2.789,2.109,0.214,10.155,40.103,14.505,16.024,104.589,2318.258,1046.74,41.741,5152.915,3.547,3.012,0.019,16.938,82.34,42.571,0,277.431,4000.208,1361.374,1146.474,7735.758,6.322,4.919,0.496,27.093,122.112,49.659,16.024,377.865
2015,5,"ecomon_42",214,2048.896,783.908,870.203,3484.495,3.044,2.104,0.558,10.476,84.458,38.558,27.497,236.64,3324.224,811.603,1794.127,4941.092,6.234,5.771,0.967,26.275,216.019,99.693,78.089,577.524,5373.12,1060.181,2816.351,7149.35,9.278,7.632,1.915,36.582,300.477,137.895,105.586,814.164
2015,5,"ecomon_43",96,1590.805,473.562,928.491,3088.225,5.625,2.722,1.454,12.81,131.579,74.924,49.732,333.083,1485.493,629.989,190.501,2704.298,5.307,3.528,0.541,17.315,172.882,106.39,0,499.814,3076.298,994.114,1561.765,5792.524,10.933,5.803,2.727,24.006,304.462,96.244,159.83,689.456
2015,5,"ecomon_44",47,1141.519,219.674,747.656,1680.738,8.11,1.311,4.929,11.181,219.204,63.953,101.205,371.478,194.967,228.137,0.387,1041.781,1.524,2.373,0.004,11.281,10.841,48.613,0,228.434,1232.78,314.904,747.656,2074.252,8.823,2.684,5.157,22.462,224.279,71.704,101.205,441.213
2015,5,"ecomon_45",41,981.583,244.757,431.933,1290.631,5.913,1.244,4.173,8.31,49.848,24.707,8.93,105.321,344.909,297.345,1.378,1147.332,1.744,1.521,0.007,5.731,5.894,14.978,0,50.883,1149.832,443.088,431.933,2415.881,6.764,1.926,4.25,13.276,52.723,28.536,8.93,136.824
2015,5,"ecomon_46",27,1227.74,235.679,996.435,1618.013,12.192,5.573,6.869,26.593,143.922,54.279,83.237,293.746,1138.71,325.51,393.726,1439.417,11.308,5.233,3.3,22.972,260.878,201.779,9.563,714.411,2366.45,483.86,1519.781,3010.532,23.5,10.487,11.618,49.566,404.8,239.606,155.789,1008.157
2015,5,"ecomon_47",135,2175.043,466.91,1331.127,3830.57,2.504,2.896,0.385,16.431,346.476,180.061,64.314,881.76,1357.503,983.68,10.103,3595.118,1.784,2.686,0.004,13.148,202.171,227.13,0,818.63,3401.823,1259.842,1331.127,7156.231,4.116,5.287,0.529,28.264,529.178,278.921,64.314,1271.462
2015,5,"WSS",358,1624.312,807.771,12.785,4296.539,4.68,3.791,0.046,22.385,233.577,181.257,0.173,881.76,1361.842,991.761,0.387,4378.296,2.656,2.769,0.004,13.148,186.129,210.747,0,997.652,2575.319,1693.982,12.785,8359.87,6.534,5.297,0.046,28.264,363.556,274.952,0.173,1414.634
2015,5,"EGOM",217,1019.054,411.552,28.273,1710.232,5.994,2.609,0.174,18.314,56.069,38.916,0.298,215.142,1511.075,876.282,1.378,3530.665,6.946,4.864,0.007,26.275,100.815,86.637,0,474.847,2028.758,1329.187,28.273,4958.605,10.636,6.411,0.174,36.582,123.433,107.082,0.298,648.513
2015,5,"JB",98,1676.037,771.927,870.203,3328.122,4.386,2.229,1.331,12.727,89.356,18.655,47.295,157.425,3040.999,823.051,1392.983,4941.092,9.477,5.498,1.602,24.944,230.984,49.729,117.422,378.729,4717.036,930.739,2512.618,6621.95,13.862,6.989,3.44,34.288,320.34,67.611,164.717,536.155
2015,5,"Browns",669,1612.634,696.353,26.964,4708.567,36.181,33.21,0.156,122.262,704.278,386.595,8.274,1768.322,1592.02,1183.545,1.439,5718.095,29.594,33.911,0.02,125.776,1171.071,1207.748,0,4875.156,3045.214,1773.595,26.964,10113.247,62.811,61.301,0.357,227.566,1758.067,1403.376,8.274,6042.292
2015,5,"Halifax",2587,782.072,588.256,15.818,3777.702,97.16,90.524,0.166,423.719,492.358,345.856,5.238,2566.657,976.503,911.153,0.837,6776.2,178.509,192.584,0.001,731.809,1963.01,1462.915,0,5822.825,1546.063,1149.842,15.818,8506.83,236.821,234.359,0.194,875.627,2028.165,1695.181,5.238,6856.188
2015,5,"GeorgesNEC",180,3258.663,877.558,910.536,4735.994,0.474,0.493,0.008,2.46,160.561,80.246,43.232,409.313,5110.632,1405.525,2764.837,8711.53,0.616,0.567,0.018,3.317,450.275,237.679,106.727,1132.178,8369.294,1468.806,4733.031,11814.094,1.09,1.049,0.026,5.777,610.836,317.352,149.959,1525.829
2015,5,"GMB150",36,1268.201,260.2,809.194,1618.013,20.64,10.781,5.922,42.063,228.472,107.811,68.361,427.656,1234.539,279.265,37.596,1495.426,19.461,9.505,0.496,36.701,502.369,292.174,0,1025.676,2502.74,467.571,1079.115,3036.312,40.1,19.935,13.187,78.002,730.841,383.59,221.466,1453.332
2015,5,"BOF",44,721.105,252.323,67.41,1062.735,26.709,10.165,1.491,41.82,350.424,164.002,2.221,680.606,550.204,376.394,5.378,1284.088,15.445,9.539,0.248,31.545,203.014,185.135,0,606.297,1108.748,584.253,67.41,2288.633,37.591,13.899,1.491,59.218,493.457,238.562,2.221,839.111
2015,6,"ecomon_14",38,786.225,200.723,332.885,1002.959,0,0,0,0,14.666,10.019,6.447,43.674,1034.171,543.696,374.313,2324.314,0,0,0,0,38.724,41.966,1.285,169.011,1820.397,395.533,1306.45,2845.265,0,0,0,0,53.39,51.87,8.751,212.684
2015,6,"ecomon_15",114,1232.04,240.561,917.295,2338.807,0,0,0,0,2.434,1.472,0.622,8.208,162.468,138.797,4.097,469.055,0,0,0,0,0.257,0.579,0,2.023,1270.52,228.71,917.295,2338.807,0,0,0,0,2.495,1.674,0.622,9.38
2015,6,"ecomon_16",129,974.947,288.872,390.385,1794.931,0,0,0,0,1.124,0.673,0.282,3.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974.947,288.872,390.385,1794.931,0,0,0,0,1.124,0.673,0.282,3.041
2015,6,"ecomon_17",30,256.885,112.153,92.168,487.844,0,0,0,0,1.096,0.314,0.491,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.885,112.153,92.168,487.844,0,0,0,0,1.096,0.314,0.491,1.93
2015,6,"ecomon_18",43,823.864,266.607,347.965,1250.049,0,0,0,0,17.86,15.148,5.014,66.984,1132.767,579.136,455.203,2685.05,0,0,0,0,51.944,59.654,0.911,268.9,1956.631,366.083,1481.809,3033.015,0,0,0,0,69.804,74.694,6.007,335.884
2015,6,"ecomon_19",144,1521.647,289.854,926.679,2148.136,0,0,0,0,2.115,1.235,0.678,7.333,131.488,123.081,2.254,449,0,0,0,0,0.088,0.339,0,1.751,1563.65,267.535,1102.777,2148.136,0,0,0,0,2.142,1.35,0.678,9.084
2015,6,"ecomon_20",80,948.458,291.03,355.14,1577.995,0,0,0,0,1.621,0.779,0.494,3.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948.458,291.03,355.14,1577.995,0,0,0,0,1.621,0.779,0.494,3.889
2015,6,"ecomon_21",17,381.159,189.533,102.756,788.581,0,0,0,0,1.043,0.554,0.343,2.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.159,189.533,102.756,788.581,0,0,0,0,1.043,0.554,0.343,2.167
2015,6,"ecomon_22",38,1226.488,544.217,34.416,2128.059,0,0,0,0,22.213,22.813,6.239,89.158,1622.05,797.639,681.422,4481.402,0,0,0,0,71.379,99.274,1.837,420.868,2848.539,705.707,1987.957,4890.064,0,0,0,0,93.592,121.788,8.779,510.026
2015,6,"ecomon_23",151,2294.543,608.687,1405.23,5212.739,0,0,0,0,4.002,2.106,0.889,11.201,330.753,257.339,0.066,942.356,0,0,0,0,0.331,0.742,0,3.641,2415.016,588.084,1527.827,5212.739,0,0,0,0,4.122,2.389,0.889,14.395
2015,6,"ecomon_24",82,1179.234,677.17,251.08,3105.924,0,0,0,0,0.808,0.437,0.364,2.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179.234,677.17,251.08,3105.924,0,0,0,0,0.808,0.437,0.364,2.499
2015,6,"ecomon_25",70,176.934,184.684,0,876.599,0,0,0,0,0.219,0.19,0.003,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.934,184.684,0,876.599,0,0,0,0,0.219,0.19,0.003,0.752
2015,6,"ecomon_26",43,962.322,246.966,474.88,1370.824,0,0,0,0,17.329,19.609,4.146,95.388,1154.054,406.433,486.906,2326.684,0,0,0,0,46.943,65.993,2.847,319.81,2116.376,315.094,1463.778,3005.399,0,0,0,0,64.273,85.5,9.949,415.198
2015,6,"ecomon_27",126,1352.503,181.181,996.114,1689.627,0,0,0,0,4.209,2.537,0.698,9.777,210.515,176.36,2.443,612.262,0,0,0,0,0.285,0.655,0,2.606,1449.407,235.826,996.114,1954.618,0,0,0,0,4.341,2.744,0.698,10.576
2015,6,"ecomon_28",24,1626.755,820.033,0,2746.048,0.001,0.001,0,0.003,47.174,38.139,4.259,150.863,4226.923,2185.222,925.285,7111.607,0.003,0.005,0,0.022,160.629,150.417,8.361,484.841,5853.678,2138.573,1770.436,8707.171,0.004,0.005,0,0.022,207.802,185.643,16.386,635.704
2015,6,"ecomon_29",157,2152.165,602.147,859.09,3332.265,0,0,0,0.001,5.793,6.692,0.736,49.32,607.179,957.804,1.982,5029.75,0,0,0,0.001,4.97,19.122,0,124.01,2430.617,1076.897,1173.945,7358.069,0,0,0,0.002,8.072,18.424,0.736,173.329
2015,6,"ecomon_30",131,742.924,274.872,141.027,1494.813,0,0,0,0,0.446,0.212,0.095,1.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.924,274.872,141.027,1494.813,0,0,0,0,0.446,0.212,0.095,1.367
2015,6,"ecomon_31",67,601.777,384.356,85.087,1621.993,0,0,0,0.001,0.38,0.236,0.046,1.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.777,384.356,85.087,1621.993,0,0,0,0.001,0.38,0.236,0.046,1.037
2015,6,"ecomon_32",56,2525.877,408.889,1125.539,2956.051,0.002,0.001,0,0.004,9.6,7.561,0.628,35.593,2514.655,1557.722,12.063,4793.436,0.003,0.002,0,0.009,23.366,22.897,0,96.205,4636.391,1889.739,1125.539,7316.209,0.004,0.004,0,0.013,29.211,29.854,0.628,131.798
2015,6,"ecomon_33",70,3189.841,1677.102,74.394,6327.243,0.001,0.001,0,0.008,5.937,7.209,0.116,37.881,816.628,604.536,16.909,2325.73,0,0.001,0,0.003,0.589,1.453,0,6.827,3481.494,2044.175,74.394,7982.399,0.001,0.002,0,0.012,6.148,7.875,0.116,44.708
2015,6,"ecomon_34",136,4851.769,569.788,3613.224,6189.698,0.005,0.006,0,0.023,15.275,8.523,5.179,53.37,5850.424,1540.169,2109.872,9111.642,0.007,0.01,0,0.043,37.431,23.078,3.059,132.342,10702.193,1588.864,6077.902,14360.103,0.013,0.016,0,0.066,52.706,31.153,9.777,185.712
2015,6,"ecomon_35",39,1601.242,725.537,455.44,3371.63,0.034,0.057,0,0.255,10.566,10.465,0.307,52.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601.242,725.537,455.44,3371.63,0.034,0.057,0,0.255,10.566,10.465,0.307,52.295
2015,6,"ecomon_36",93,3284.289,681.222,1292.019,4611.408,0.159,0.158,0.006,0.553,36.44,16.768,1.971,80.763,2316.67,1686.729,38.223,6433.357,0.148,0.179,0.001,0.629,53.371,54.464,0,189.64,4878.557,2093.904,1292.019,9908.23,0.261,0.312,0.006,1.167,73.169,61.083,1.971,255.906
2015,6,"ecomon_37",123,3462.164,532.788,2548.148,4420.677,0.057,0.077,0.005,0.462,43.64,17.03,15.738,92.678,7863.718,785.564,4588.175,8925.97,0.134,0.16,0.009,0.984,124.813,55.721,39.999,249.43,11325.881,863.181,7634.196,12688.557,0.192,0.236,0.014,1.446,168.453,72.429,55.737,338.367
2015,6,"ecomon_38",214,5631.853,1634.483,2006.535,8390.874,0.048,0.042,0.001,0.171,81.881,65.925,11.535,306.983,7143.025,1484.238,3668.127,10177.016,0.054,0.037,0.002,0.156,252.611,210.132,33.145,852.842,12774.878,1159.478,8769.514,15630.039,0.102,0.073,0.003,0.276,334.492,275.15,44.681,1120.147
2015,6,"ecomon_40",61,1839.378,964.794,65.689,3167.178,0.402,0.203,0.02,0.756,32.978,28.423,0.171,91.989,695.483,463.726,41.166,1354.413,0.116,0.087,0.007,0.284,4.967,6.117,0,21.263,2056.004,1270.506,65.689,4319.342,0.439,0.238,0.02,1.017,34.525,31.012,0.171,102.403
2015,6,"ecomon_41",249,3216.232,500.004,2174.469,4402.053,0.626,0.715,0.034,4.4,36.012,23.188,7.619,159.906,3532.609,1522.321,51.201,6932.588,0.638,0.796,0.004,6.01,73.291,54.48,0,431.128,6734.654,1886.346,2329.969,11028.41,1.261,1.47,0.07,10.41,109.009,71.389,15.014,586.246
2015,6,"ecomon_42",214,4431.822,1737.247,1921.141,7218.175,0.752,0.806,0.075,4.658,75.396,40.706,13.299,251.37,5164.723,1513.329,2645.526,8186.869,1.15,1.567,0.127,9.336,202.701,107.726,37.305,630.131,9596.544,1549.885,5314.454,11894.058,1.902,2.326,0.206,13.994,278.096,147.937,50.604,881.5
2015,6,"ecomon_43",96,3640.224,1212.983,2147.089,6977.29,1.624,1.044,0.282,4.562,129.784,62.234,51.965,301.611,2329.03,766.003,530.436,4520.074,1.107,0.833,0.085,3.859,179.778,101.085,0,397.493,5969.253,1774.434,3249.473,10398.562,2.732,1.798,0.431,7.491,309.562,74.582,172.315,546.777
2015,6,"ecomon_44",47,2427.791,478.639,1561.629,3644.348,1.772,0.91,0.561,4.478,216.513,53.734,114.213,309.49,468.792,455.15,1.004,1911.01,0.474,0.769,0.002,3.605,16.088,68.996,0,324.812,2647.225,675.735,1561.629,4285.194,1.994,1.324,0.595,8.083,224.044,78.984,114.213,613.891
2015,6,"ecomon_45",41,2015.894,518.034,957.949,2754.33,1.533,0.786,0.594,2.995,67.09,38.239,10.276,159.866,508.467,473.703,2.339,1895.488,0.336,0.372,0.001,1.559,8.066,20.217,0,71.273,2263.926,830.914,957.949,4641.792,1.697,0.933,0.611,4.46,71.025,43.189,10.276,202.322
2015,6,"ecomon_46",27,2953.525,734.421,2217.193,4071.764,5.594,3.618,2.217,15.443,209.421,84.927,116.529,432.575,1885.928,372.823,922.631,2273.151,3.377,1.604,1.18,7.774,387.23,303.581,17.982,1079.784,4839.452,961.315,3139.824,6081.642,8.971,5.167,3.508,23.217,596.651,363.251,202.995,1512.359
2015,6,"ecomon_47",135,3989.292,1156.113,2411.388,8159.587,0.32,0.262,0.007,1.224,266.45,147.746,43.853,633.258,2150.095,1301.743,24.063,4449.281,0.163,0.151,0.001,0.698,153.3,168.836,0,599.518,5932.34,2333.844,2411.388,12295.271,0.467,0.38,0.012,1.721,404.988,206.116,43.853,921.86
2015,6,"WSS",358,3284.949,1715.346,8.946,8159.587,0.883,0.838,0.002,4.478,190.352,136.632,0.207,720.942,2121.859,1299.541,1.004,6445.3,0.427,0.515,0.001,3.605,154.42,158.85,0,761.006,4766.694,3004.522,8.946,13036.751,1.181,1.184,0.002,8.083,298.188,198.448,0.207,1067.989
2015,6,"EGOM",217,2170.06,893.777,18.568,3946.249,1.649,1.294,0.014,10.13,72.648,62.647,0.571,343.833,2577.932,1560.715,2.339,6537.529,1.604,1.625,0.001,9.336,123.61,127.33,0,745.169,3892.641,2470.569,18.568,9541.007,2.72,2.532,0.014,15.498,155.244,155.986,0.571,1015.847
2015,6,"JB",98,3796.621,1686.413,1921.141,6856.829,1.139,0.844,0.39,4.183,88.721,26.538,45.772,215.179,4991.272,1749.368,2093.054,8186.869,1.717,1.412,0.276,8.249,242.842,67.338,115.943,549.544,8787.893,1515.596,4752.007,11001.375,2.856,2.078,0.818,12.195,331.563,92.945,161.715,764.724
2015,6,"Browns",669,2920.19,1042.853,94.983,7939.896,21.113,28.019,0.004,117.018,758.401,497.778,3.146,2458.282,2149.672,1264.148,3.5,7235.642,12.363,17.556,0.004,75.5,1274.952,1421.379,0,5986.312,4854.573,2142.11,94.983,13513.054,32.238,42.846,0.008,175.668,1905.667,1663.371,3.146,7477.569
2015,6,"Halifax",2587,1320.36,835.279,50.222,4676.432,157.014,190.133,0.01,967.218,1028.248,882.278,3.032,4064.01,1649.291,1329.971,1.042,8399.566,313.795,417.956,0,1629.274,4645.367,4551.665,0,18331.996,2610.721,1590.274,50.222,10234.056,402.519,508.281,0.014,1943.335,4662.659,5137.071,3.032,21508.234
2015,6,"GeorgesNEC",180,6023.646,1717.035,1703.247,8390.874,0.075,0.079,0.001,0.368,98.743,55.843,14.695,273.14,6651.35,1720.84,3534.577,10177.016,0.067,0.057,0.002,0.274,307.008,182.781,36.591,852.842,12674.996,1534.608,6556.052,15630.039,0.142,0.133,0.003,0.588,405.75,237.731,51.286,1120.147
2015,6,"GMB150",36,3159.035,717.604,1875.621,4071.764,12.502,8.685,2.09,31.722,339.445,170.229,81.642,650.226,1912.208,379.562,100.067,2293.73,7.24,4.672,0.302,16.259,755.157,457.892,0,1611.947,5071.243,922.897,2232.823,6191.692,19.742,13.146,3.87,47.357,1094.602,602.32,269.163,2262.173
2015,6,"BOF",44,1646.351,549.705,62.13,2565.733,13.039,5.504,0.112,23.582,539.79,254.609,2.035,1025.944,1073.097,626.204,16.642,2002.942,7.58,4.547,0.117,15.436,326.844,293.459,0,925.233,2402.396,1159.092,62.13,4568.675,18.38,8.794,0.112,33.815,770.066,377.182,2.035,1342.162
2015,7,"ecomon_14",38,312.61,198.825,10.194,682.836,0,0,0,0,11.119,11.182,3.329,42.039,341.599,256.414,74.984,946.236,0,0,0,0,31.624,42.281,0.712,145.4,654.209,127.171,492.23,1128.13,0,0,0,0,42.743,53.387,4.851,187.439
2015,7,"ecomon_15",114,809.18,197.627,468.601,1463.546,0,0,0,0,1.279,0.804,0.356,4.782,26.833,22.673,1.028,75.265,0,0,0,0,0.138,0.31,0,1.059,815.535,191.078,495.35,1463.546,0,0,0,0,1.312,0.914,0.356,5.465
2015,7,"ecomon_16",129,678.047,227.122,228.797,1279.472,0,0,0,0,0.48,0.234,0.134,1.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.047,227.122,228.797,1279.472,0,0,0,0,0.48,0.234,0.134,1.142
