"fYear","month","polygon","n_observations","mean_cfin_0_80","sd_cfin_0_80","min_cfin_0_80","max_cfin_0_80","mean_cgla_0_80","sd_cgla_0_80","min_cgla_0_80","max_cgla_0_80","mean_chyp_0_80","sd_chyp_0_80","min_chyp_0_80","max_chyp_0_80","mean_cfin_below_80","sd_cfin_below_80","min_cfin_below_80","max_cfin_below_80","mean_cgla_below_80","sd_cgla_below_80","min_cgla_below_80","max_cgla_below_80","mean_chyp_below_80","sd_chyp_below_80","min_chyp_below_80","max_chyp_below_80","mean_cfin_total","sd_cfin_total","min_cfin_total","max_cfin_total","mean_cgla_total","sd_cgla_total","min_cgla_total","max_cgla_total","mean_chyp_total","sd_chyp_total","min_chyp_total","max_chyp_total"
2006,4,"ecomon_33",70,4572.592,2299.02,291.3,8911.584,0.063,0.124,0.003,0.79,46.048,29.152,0.531,94.365,411.597,309.418,11.275,1214.474,0.008,0.022,0,0.106,18.52,20.001,0.11,70.203,4719.591,2486.17,291.3,10126.059,0.066,0.135,0.003,0.897,52.663,39.185,0.531,152.845
2006,4,"ecomon_34",136,9765.439,1163.31,5837.027,11690.163,0.957,1.025,0.024,5.15,96.884,39.069,42.33,202.951,4307.278,1373.192,1165.414,7385.533,0.517,0.667,0.005,3.66,262.097,72.321,85.301,418.459,14072.717,2069.8,7002.44,18331.681,1.474,1.685,0.029,8.809,358.981,108.196,142.225,621.41
2006,4,"ecomon_35",39,2152.91,884.209,597.88,4314.704,1.106,0.962,0.077,3.788,27.745,20.347,2.713,83.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152.91,884.209,597.88,4314.704,1.106,0.962,0.077,3.788,27.745,20.347,2.713,83.703
2006,4,"ecomon_36",93,4667.249,1313.406,1508.649,6995.082,4.529,3.467,0.723,15.316,66.106,29.803,7.658,198.367,1333.559,1148.012,20.362,4736.444,1.602,1.637,0.01,6.404,123.329,104.94,0.253,409.047,5584.967,2268.057,1508.649,11515.164,5.632,4.896,0.723,21.72,150.977,118.603,7.658,607.414
2006,4,"ecomon_37",123,6936.271,1293.12,4663.366,9711.637,4.763,2.583,0.641,12.152,193.304,42.342,93.048,291.206,6552.858,1155.526,2948.257,8805.729,4.809,2.972,0.435,13.213,413.53,98.922,225.509,641.195,13489.13,1506.706,8379.073,16449.522,9.572,5.291,1.076,22.569,606.834,140.708,318.557,932.401
2006,4,"ecomon_38",214,6934.923,1174.598,3286.602,11107.793,6.042,2.897,0.61,14.462,317.277,169.712,67.979,726.566,5776.846,1436.356,3150.499,10065.393,4.968,2.387,0.404,10.837,706.281,391.611,216.416,1588.587,12711.769,1869.652,7500.037,18758.22,11.01,5.007,1.015,24.309,1023.558,560.544,284.395,2288.845
2006,4,"ecomon_40",61,2131.757,1221.827,195.924,4518.87,4.98,1.802,1.169,9.836,35.905,30.152,0.311,100.693,297.806,199.91,21.767,572.771,0.594,0.442,0.035,1.527,27.746,23.04,0.505,62.173,2224.516,1359.647,195.924,5059.236,5.165,2.114,1.169,11.363,44.547,43.816,0.311,158.293
2006,4,"ecomon_41",249,5148.259,1175.284,2452.227,8232.1,10.234,2.854,3.54,17.75,53.312,20.073,27.413,129.112,2094.36,1079.689,25.049,5134.187,4.12,2.089,0.032,8.646,140.81,55.541,0.279,261.119,7234.208,2172.472,2452.227,12930.568,14.337,4.687,4.108,26.396,193.556,72.36,32.332,390.231
2006,4,"ecomon_42",214,5266.112,994.461,3452.562,7494.322,14.424,2.976,8.965,20.769,140.276,60.265,45.919,353.591,3733.894,882.104,1944.158,6171.004,10.672,4.206,4.129,23.497,304.118,125.686,140.866,760.85,9000.005,1398.065,5736.504,12373.365,25.096,6.427,13.247,38.968,444.393,185.373,186.785,1113.309
2006,4,"ecomon_43",96,3307.971,812.155,2244.859,5409.846,11.746,3.085,7.441,20.125,122.2,65.71,44.133,364.634,2116.246,712.921,357.935,3315.154,7.459,2.529,1.475,13.57,248.294,135.912,33.908,683.37,5424.217,1352.321,3084.43,8373.99,19.205,4.963,11.427,31.477,370.494,161.173,160.994,951.655
2006,4,"ecomon_44",47,2128.501,404.764,1435.595,2893.303,11.583,1.986,8.111,18.03,224.443,85.787,100.232,446.09,350.405,376.564,0.748,1666.571,1.63,2.093,0.004,9.873,37.804,61.225,0.029,289.594,2292.52,595.84,1435.595,3770.3,12.346,2.471,8.111,22.336,242.139,90.12,100.232,453.187
2006,4,"ecomon_45",41,2307.376,730.364,1041.029,4200.574,5.868,1.313,3.919,9.929,42.674,17.886,9.118,82.218,228.46,242.577,1.195,1013.755,0.512,0.511,0.002,1.808,16.725,22.179,0.019,76.001,2418.82,897.637,1041.029,5214.329,6.118,1.65,3.919,11.737,50.833,26.286,9.118,125.164
2006,4,"ecomon_46",27,2678.259,588.949,2080.858,3544.811,14.826,7.566,7.485,32.689,110.692,64.159,53.12,295.455,1712.493,451.224,678.81,2234.814,9.294,4.079,2.819,17.327,264.439,165.453,54.3,632.652,4390.752,849.508,2795.813,5441.237,24.12,11.286,11.256,50.016,375.131,222.548,151.23,928.106
2006,4,"ecomon_47",135,3796.121,760.975,2156.304,6655.275,7.717,3.774,2.293,24.05,339.906,155.855,90.459,792.091,1890.442,1203.437,16.878,3693.566,4.237,3.621,0.021,14.61,392.688,327.809,0.422,1262.367,5504.52,1763.469,2156.304,10196.739,11.545,7.008,3.357,38.576,694.779,353.431,90.459,1655.811
2006,4,"WSS",358,2963.48,1410.945,44.846,6655.275,11.012,5.591,1.441,35.772,247.868,196.345,0.682,1077.058,1870.365,1187.306,0.748,5929.061,5.308,3.696,0.004,14.61,320.486,301.408,0.029,1283.258,4269.601,2533.447,44.846,12434.588,14.719,7.526,2.21,38.576,471.671,377.565,0.682,1921.272
2006,4,"EGOM",217,3016.928,1606.269,84.669,5577.682,8.824,3.847,1.299,22.854,49.14,31.308,0.47,176.097,1597.379,1044.687,1.195,4571.874,4.632,3.475,0.002,16.005,121.536,78.243,0.019,436.686,4084.301,2623.227,84.669,9820.23,11.919,7.224,1.299,36.614,130.351,108.514,0.47,594.331
2006,4,"JB",98,4457.765,557.501,3265.86,5689.808,16.526,1.958,12.623,20.769,135.424,27.405,48.232,246.36,3723.924,1123.196,1393.936,6171.004,13.756,3.898,5.004,23.497,289.891,55.524,174.649,513.095,8181.689,1254.648,5214.411,10744.061,30.282,4.097,18.717,38.968,425.315,81.817,222.88,759.456
2006,4,"Browns",669,2798.257,972.421,64.245,6509.077,60.372,40.485,2.292,161.969,903.715,544.665,11.228,2539.069,2076.385,1391.514,2.491,7108.383,42.613,38.429,0.073,179.76,1809.987,1562.098,0.957,6954.405,4666.693,2173.484,64.245,12118.961,98.718,72.643,3.537,278.36,2532.432,1896.432,11.228,8551.837
2006,4,"Halifax",2587,1075.015,781.789,6.965,5551.795,86.571,57.382,2.986,295.43,533.189,467.805,9.121,3203.865,1415.817,1092.387,0.826,8662.726,171.174,145.479,0.014,519.195,1742.767,1395.684,0.066,5938.016,2182.713,1195.899,6.965,10410.214,220.493,147.363,3.646,611.273,1896.683,1482.771,9.121,6963.517
2006,4,"GeorgesNEC",180,6411.37,1191.98,1983.993,11107.793,6.512,3.355,0.61,13.921,357.065,145.569,124.128,726.566,5717.852,1615.471,2300.981,10065.393,5.593,2.691,0.404,12.035,796.26,340.24,283.441,1588.587,12129.222,2276.09,4894.561,18602.62,12.105,5.794,1.015,25.886,1153.325,484.855,407.569,2288.845
2006,4,"GMB150",36,2799.324,601.52,1692.93,3544.811,23.177,11.13,8.662,44.023,191.655,110.213,55.125,420.67,1832.972,420.035,72.428,2421.346,14.482,5.346,0.41,24.072,469.529,234.016,3.833,867.945,4632.296,844.166,2016.547,5460.392,37.659,16.076,11.417,68.095,661.183,337.466,176.134,1288.616
2006,4,"BOF",44,1469.228,490.121,137.219,2250.529,17.908,4.841,3.654,25.319,207.236,105.101,1.863,467.004,911.19,591.627,11.56,1986.268,9.873,6.091,0.142,19.407,261.746,178.403,1.121,572.746,2111.203,1039.844,137.219,4236.797,24.864,9.712,3.654,41.801,391.648,206.618,1.863,730.748
2006,5,"ecomon_14",38,1387.8,552.733,452.71,2498.656,0,0,0,0,27.202,26.122,6.18,110.806,2064.674,793.075,1272.781,4724.487,0,0,0,0,64.183,88.267,4.487,357.37,3452.474,711.468,2530.062,6397.424,0,0,0,0,91.385,113.752,14.534,468.176
2006,5,"ecomon_15",114,3841.344,815.319,1730.111,5736.489,0,0,0,0,20.334,10.717,2.834,52.641,647.953,502.991,18.881,1630.532,0,0,0,0,0.986,2.224,0,7.899,3994.807,720.863,1730.111,5736.489,0,0,0,0,20.567,11.003,2.834,52.641
2006,5,"ecomon_16",129,1677.261,820.551,476.128,3639.018,0,0,0,0,3.902,2.043,0.747,11.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677.261,820.551,476.128,3639.018,0,0,0,0,3.902,2.043,0.747,11.523
2006,5,"ecomon_17",30,381.436,114.22,190.51,614.976,0,0,0,0,3.707,0.809,2.213,5.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.436,114.22,190.51,614.976,0,0,0,0,3.707,0.809,2.213,5.192
2006,5,"ecomon_18",43,1340.212,738.969,443.415,3102.399,0,0,0,0,41.411,32.566,10.223,138.572,2008.737,642.628,1069.549,3277.155,0,0,0,0,97.108,116.253,6.513,458.503,3348.949,723.291,2182.837,4991.113,0,0,0,0,138.518,147.817,26.187,597.075
2006,5,"ecomon_19",144,4373.511,1303.524,1470.736,6886.381,0,0,0,0,22.607,11.09,8.014,58.263,527.975,453.682,12.203,1616.632,0,0,0,0,0.294,1.08,0,5.628,4542.17,1282.313,2300.748,6970.644,0,0,0,0,22.7,11.155,8.014,58.263
2006,5,"ecomon_20",80,1736.178,570.43,774.457,2788.95,0,0,0,0,7.641,2.812,2.444,14.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736.178,570.43,774.457,2788.95,0,0,0,0,7.641,2.812,2.444,14.186
2006,5,"ecomon_21",17,719.63,289.011,307.714,1341.017,0,0,0,0,3.685,2.094,0.933,8.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.63,289.011,307.714,1341.017,0,0,0,0,3.685,2.094,0.933,8.526
2006,5,"ecomon_22",38,2920.147,1626.262,467.114,5461.108,0,0,0,0,57.482,36.882,10.87,153.695,4812.582,3651.898,1717.776,18571.514,0,0,0,0,137.29,131.402,13.526,526.042,7732.728,4214.203,2770.255,20850.005,0,0,0,0,194.772,164.901,38.385,679.736
2006,5,"ecomon_23",151,5448.104,1019.564,2767.778,7095.438,0,0,0,0,34.811,19.404,8.829,93.034,1252.386,980.832,0.244,3454.366,0,0,0,0,2.626,5.597,0,28.899,5904.271,1205.352,2767.778,8742.58,0,0,0,0,35.767,21.665,8.829,112.348
2006,5,"ecomon_24",82,2082.944,869.863,756.091,4186.403,0,0,0,0,5.028,2.667,1.186,11.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082.944,869.863,756.091,4186.403,0,0,0,0,5.028,2.667,1.186,11.791
2006,5,"ecomon_25",70,467.937,297.404,23.361,1345.698,0,0,0,0.001,0.587,0.427,0.024,1.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.937,297.404,23.361,1345.698,0,0,0,0.001,0.587,0.427,0.024,1.805
2006,5,"ecomon_26",43,3095.508,627.413,1712.376,3977.565,0,0,0,0,99.05,59.55,46.551,311.254,4963.506,2243.399,1875.36,10488.3,0,0,0,0,232.484,194.393,21.291,900.885,8059.015,2154.331,4486.196,12754.329,0,0,0,0,331.534,252.132,87.309,1212.139
2006,5,"ecomon_27",126,3166.425,493.456,1954.48,3864.088,0,0,0,0,40.266,26.789,7.461,117.285,818.96,714.457,6.496,2581.869,0,0,0,0,3.068,7.541,0,37.74,3543.407,942.236,1954.48,6219.356,0,0,0,0,41.679,30.035,7.461,146.117
2006,5,"ecomon_28",24,2275.915,868.546,504.237,3842.047,0.012,0.015,0,0.05,156.784,92.32,30.571,316.157,6913.943,2715.065,1795.175,10576.373,0.039,0.06,0,0.225,491.177,398.042,15.752,1637.709,9189.858,2245.519,4478.292,12730.883,0.051,0.07,0,0.238,647.961,482.986,77.811,1901.501
2006,5,"ecomon_29",157,3131.519,514.832,2113.324,4239.49,0.007,0.007,0,0.026,27.744,18.059,6.062,102.136,1114.925,1476.466,3.163,7500.257,0.002,0.005,0,0.035,14.004,45.348,0,242.896,3642.822,1375.775,2113.324,10211.637,0.008,0.009,0,0.052,34.166,43.476,6.062,341.62
2006,5,"ecomon_30",131,1472.902,447.337,418.484,2413.819,0.001,0.002,0,0.009,4.136,2.779,0.266,13.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.902,447.337,418.484,2413.819,0.001,0.002,0,0.009,4.136,2.779,0.266,13.979
2006,5,"ecomon_31",67,1225.985,596.936,317.608,2602.951,0.003,0.004,0,0.026,2.213,2.104,0.153,8.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.985,596.936,317.608,2602.951,0.003,0.004,0,0.026,2.213,2.104,0.153,8.195
2006,5,"ecomon_32",56,3211.865,421.725,2143.319,3879.865,0.052,0.03,0.004,0.12,36.569,21.409,4.592,80.743,3787.896,2261.796,19.612,7446.63,0.086,0.078,0,0.294,82.699,69.208,0,211.686,6390.992,2511.222,2143.319,10520.796,0.124,0.106,0.004,0.414,105.977,90.311,4.592,290.67
2006,5,"ecomon_33",70,4502.388,2083.411,172.456,7797.906,0.004,0.01,0,0.062,19.479,14.87,0.172,54.989,1481.161,1093.223,28.921,4010.798,0.003,0.008,0,0.038,1.151,2.499,0,8.944,5031.374,2642.375,172.456,10524.121,0.005,0.013,0,0.1,19.89,15.784,0.172,63.933
2006,5,"ecomon_34",136,6179.293,872.585,3952.642,7681.498,0.068,0.077,0.001,0.341,45.435,12.435,26.889,85.872,9206.435,2362.972,3396.358,14493.925,0.124,0.165,0.001,0.8,109.092,40.317,16.859,205.485,15385.728,2557.043,7614.512,20709.958,0.192,0.241,0.003,1.138,154.527,50.827,60.8,291.358
2006,5,"ecomon_35",39,2795.422,1439.643,607.037,5481.022,0.076,0.115,0.001,0.567,12.072,10.124,1.046,43.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2795.422,1439.643,607.037,5481.022,0.076,0.115,0.001,0.567,12.072,10.124,1.046,43.926
2006,5,"ecomon_36",93,4388.605,1141.023,1896.42,7005.53,0.653,0.61,0.027,2.508,41.147,16.292,3.132,85.769,3366.834,2193.34,69.145,8883.949,0.813,0.863,0.004,3.579,58.038,58.697,0,205.67,6705.566,2374.055,1896.42,12688.282,1.213,1.382,0.027,6.087,81.087,64.097,3.132,291.438
2006,5,"ecomon_37",123,3841.002,752.377,2596.75,5292.131,0.455,0.355,0.04,1.869,83.05,17.342,42.67,125.744,11064.835,1246.795,6154.045,12758.592,1.373,1.056,0.093,4.598,218.695,58.617,109.888,359.027,14905.837,1582.039,9469.611,17575.899,1.827,1.391,0.133,6.284,301.745,75.648,152.558,484.771
2006,5,"ecomon_38",214,5763.495,1417.04,2120.708,8302.946,0.621,0.503,0.031,1.889,152.828,86.8,33.178,373.162,9928.427,2066.892,5949.645,15516.745,0.988,0.623,0.04,2.631,424.926,261.599,89.681,1003.996,15691.922,1757.292,11396.893,21254.018,1.608,1.075,0.075,4.178,577.754,347.788,128.036,1354.122
2006,5,"ecomon_40",61,2393.425,1196.328,138.476,4599.052,0.889,0.636,0.12,2.429,25.06,23.735,0.139,78.947,1183.94,775.398,73.115,2162.502,0.57,0.474,0.019,1.481,3.565,4.564,0,15.977,2762.193,1641.242,138.476,6088.813,1.067,0.941,0.12,3.849,26.171,25.702,0.139,86.319
2006,5,"ecomon_41",249,3561.466,625.517,2315.85,5483.419,1.953,0.882,0.491,6.028,36.463,10.206,16.016,87.147,4852.902,2043.604,78.36,10068.204,2.603,1.469,0.024,10.054,76.627,37.209,0,230.239,8394.879,2498.778,3035.526,14780.217,4.546,2.229,0.849,16.083,112.782,42.12,16.016,313.589
2006,5,"ecomon_42",214,4103.136,1349.482,1947.568,6565.87,3.021,1.552,0.893,7.447,83.62,39.426,29.86,224.584,6827.809,1726.527,3897.554,10566.015,5.39,3.281,1.676,16.565,213.592,101.579,84.798,548.102,10930.945,1789.406,6362.827,15054.611,8.411,4.286,2.69,23.063,297.211,140.674,114.657,772.686
2006,5,"ecomon_43",96,3343.868,821.159,2096.204,5802.973,4.877,1.57,2.074,9.1,129.082,74.554,48.967,328.073,3122.277,1216.768,411.693,5638.787,4.542,2.234,0.487,13.035,170.772,110.796,0,490.132,6466.145,1769.416,3513.185,10881.151,9.419,3.324,4.002,17.88,299.854,107.693,146.264,676.101
2006,5,"ecomon_44",47,2503.78,475.739,1658.763,3642.861,6.441,0.983,4.195,8.657,216.435,61.461,104.289,355.662,425.872,490.364,0.833,2224.046,1.197,1.839,0.003,8.735,9.96,44.612,0,209.643,2703.124,680.832,1658.763,4428.219,7.001,2.051,4.389,17.392,221.097,67.231,104.289,404.917
2006,5,"ecomon_45",41,2416.515,515.91,1267.168,3205.592,2.353,1.012,0.758,4.28,39.381,20.924,5.943,89.188,816.787,707.938,3.464,2763.925,0.811,0.721,0.003,2.69,4.585,11.669,0,39.137,2814.948,984.447,1267.168,5819.863,2.749,1.367,0.758,6.231,41.617,23.692,5.943,108.531
2006,5,"ecomon_46",27,2697.21,465.681,2204.077,3468.957,9.464,5.287,4.428,22.865,128.794,48.931,73.11,261.185,2506.857,706.834,843.208,3200.439,8.716,4.754,2.449,19.752,232.407,180.101,8.611,635.219,5204.067,1000.825,3270.568,6463.239,18.18,9.855,8.118,42.616,361.201,213.724,141.068,896.403
2006,5,"ecomon_47",135,4627.805,874.596,2610.69,7144.569,1.839,1.62,0.058,9.36,307.291,159.588,64.832,862.029,2878.35,1969.069,19.494,6914.523,1.285,1.604,0.005,7.638,184.544,207.754,0,790.935,7228.98,2428.789,2610.69,13347.407,3,3.029,0.114,16.101,474.065,257.305,64.832,1228.447
2006,5,"WSS",358,3431.797,1608.415,46.606,8255.589,3.993,2.641,0.03,15.659,222.04,172.237,0.474,1005.246,2835.814,1993.738,0.833,9818.179,2.329,2.065,0.003,8.735,175.777,191.989,0,831.479,5412.114,3383.754,46.606,17794.879,5.619,3.696,0.07,17.842,344.789,251.826,0.474,1228.447
2006,5,"EGOM",217,2408.134,923.483,48.881,3603.185,2.958,1.848,0.174,15.563,46.217,34.467,0.238,193.496,3500.251,2026.876,3.464,8359.251,3.916,3.027,0.003,16.565,82.67,73.372,0,424.55,4747.011,3033.587,48.881,11356.633,5.575,4.435,0.174,29.922,101.457,91.29,0.238,579.821
2006,5,"JB",98,3424.51,1298.473,1951.379,6125.116,4.039,1.682,1.727,9.1,85.171,18.966,49.205,170.575,6456.814,1941.334,3166.558,10118.244,7.7,2.869,2.645,16.141,219.366,46.312,122.164,410.365,9881.324,1686.073,5711.736,12785.104,11.739,3.334,5.678,22.187,304.537,64.599,171.369,580.94
2006,5,"Browns",669,3533.011,1209.691,154.668,8294.154,25.669,23.708,0.072,101.384,809.056,488.391,9.269,2335.474,3352.242,2107.493,3.311,10283.022,23.31,26.094,0.024,101.556,1263.119,1316.698,0,5102.672,6549.528,3101.307,154.668,17234.627,46.644,46.675,0.15,189.924,1945.674,1516.262,9.269,6884.991
2006,5,"Halifax",2587,1311.596,874.633,67.531,5569.636,172.441,123.53,0.965,590.041,662.956,526.069,7.867,3446.879,1577.182,1170.224,1.545,9703.36,339.605,317.621,0.006,1123.637,2507.069,1937.171,0,8466.119,2545.541,1519.959,67.531,13154.918,438.139,372.58,1.273,1392.676,2624.42,2221.307,7.867,10080.784
2006,5,"GeorgesNEC",180,5870.408,1533.839,1620.417,8302.946,0.856,0.744,0.031,3.124,176.769,71.666,60.523,373.162,9160.748,2358.389,5381.101,15516.745,1.18,0.878,0.07,4.213,496.196,222.881,150.746,1003.996,15031.156,2330.914,7886.033,21138.101,2.036,1.58,0.101,7.337,672.966,293.919,211.269,1354.122
2006,5,"GMB150",36,2782.923,520.108,1839.844,3468.957,15.962,8.449,4.414,31.607,199.112,91.073,61.858,363.54,2721.123,625.934,81.504,3452.209,14.959,7.213,0.375,28.256,438.268,249.879,0,871.902,5504.046,986.075,2339.413,6438.624,30.921,15.428,9.83,59.863,637.379,326.599,194.56,1235.441
2006,5,"BOF",44,1691.1,525.544,123.035,2279.733,15.006,5.125,0.973,24.492,290.014,135.279,1.614,565.608,1244.764,826.685,13.589,2792.435,9.948,6.433,0.119,20.594,173.142,158.214,0,526.682,2568.092,1243.294,123.035,4976.964,22.015,9.584,0.973,38.661,412,204.707,1.614,721.609
2006,6,"ecomon_14",38,3219.063,1050.773,1225.832,4806.525,0,0,0,0,38.557,30.879,11.98,131.3,4038.388,1966.407,1860.452,9267.657,0,0,0,0,102.254,120.038,4.297,454.127,7257.45,1530.638,5160.362,12620.312,0,0,0,0,140.811,150.386,23.253,585.426
2006,6,"ecomon_15",114,3949.344,520.387,1653.668,4917.47,0,0,0,0,5.998,4.805,1.045,20.186,613.596,531.206,14.382,1805.478,0,0,0,0,0.625,1.372,0,4.29,4094.67,636.92,1653.668,6044.091,0,0,0,0,6.146,5.188,1.045,23.862
2006,6,"ecomon_16",129,1624.027,865.592,434.264,3694.726,0,0,0,0,1.373,0.617,0.392,2.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624.027,865.592,434.264,3694.726,0,0,0,0,1.373,0.617,0.392,2.887
2006,6,"ecomon_17",30,370.997,122.561,174.47,668.36,0,0,0,0,2.189,0.714,0.943,3.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.997,122.561,174.47,668.36,0,0,0,0,2.189,0.714,0.943,3.467
2006,6,"ecomon_18",43,2367.739,673.008,1061.343,3474.388,0,0,0,0,36.74,34.04,8.783,115.96,3489.799,2075.376,1160.935,8189.795,0,0,0,0,108.32,126.912,2.002,407.81,5857.539,1641.841,3489.214,9733.17,0,0,0,0,145.06,160.766,11.424,523.77
2006,6,"ecomon_19",144,3796.485,571.639,2729.542,5051.917,0,0,0,0,4.926,2.85,1.621,13.795,358.158,345.234,6.009,1409.473,0,0,0,0,0.171,0.658,0,3.293,3910.897,547.046,2790.262,5051.917,0,0,0,0,4.98,3.026,1.621,17.088
2006,6,"ecomon_20",80,1907.787,638.366,754.697,3045.184,0,0,0,0,3.43,1.542,0.932,8.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907.787,638.366,754.697,3045.184,0,0,0,0,3.43,1.542,0.932,8.033
2006,6,"ecomon_21",17,818.945,360.133,302.155,1534.087,0,0,0,0,2.123,1.08,0.929,4.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.945,360.133,302.155,1534.087,0,0,0,0,2.123,1.08,0.929,4.947
2006,6,"ecomon_22",38,2075.948,782.399,71.598,3680.272,0,0,0,0,33.148,32.691,9.956,118.641,2969.119,1626.959,1072.789,7353.519,0,0,0,0,105.458,140.948,3.455,560.041,5045.067,1139.503,3090.037,8024.091,0,0,0,0,138.606,173.19,13.987,678.683
2006,6,"ecomon_23",151,4766.159,1167.362,2075.526,8127.651,0,0,0,0,6.909,4.085,2.044,16.446,553.462,412.398,0.134,1480.799,0,0,0,0,0.534,1.149,0,5.27,4967.751,974.982,2995.971,8127.651,0,0,0,0,7.103,4.443,2.044,21.136
2006,6,"ecomon_24",82,2140.205,1083.789,538.566,4793.552,0,0,0,0,1.394,0.644,0.551,2.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140.205,1083.789,538.566,4793.552,0,0,0,0,1.394,0.644,0.551,2.981
2006,6,"ecomon_25",70,319.763,256.744,0,1138.438,0,0,0,0,0.328,0.269,0.004,1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.763,256.744,0,1138.438,0,0,0,0,0.328,0.269,0.004,1.003
2006,6,"ecomon_26",43,2150.932,517.367,1243.853,3355.891,0,0,0,0,28.504,21.76,11.421,120.446,2811.52,1684.654,982.066,9740.034,0,0,0,0,72.509,73.621,6.178,389.984,4962.452,1806.988,2952.369,12379.127,0,0,0,0,101.013,95.024,21.489,510.431
2006,6,"ecomon_27",126,3242.158,595.783,2039.869,4716.373,0,0,0,0,7.915,6.289,1.402,25.201,462.82,377.751,6.069,1428.17,0,0,0,0,0.77,1.79,0,8.433,3455.202,612.408,2249.526,4778.979,0,0,0,0,8.269,7.071,1.402,30.729
2006,6,"ecomon_28",24,2817.065,1017.288,0,4364.524,0.001,0.001,0,0.002,49.031,27.979,8.65,98.025,7770.924,3904.375,1697.086,13494.247,0.003,0.008,0,0.039,172.864,141.31,5.883,572.459,10587.989,3304.903,5428.073,15846.32,0.004,0.008,0,0.039,221.895,166.582,26.423,650.8
2006,6,"ecomon_29",157,4131.902,659.859,2495.751,5353.181,0,0,0,0.002,7.179,4.74,1.776,34.219,1049.806,1513.683,3.587,8172.7,0,0,0,0.001,4.205,15.247,0,87.322,4613.341,1425.522,2495.751,11955.92,0,0,0,0.003,9.107,14.16,1.776,120.796
2006,6,"ecomon_30",131,1646.433,637.017,334.93,2968.167,0,0,0,0,0.908,0.56,0.188,2.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646.433,637.017,334.93,2968.167,0,0,0,0,0.908,0.56,0.188,2.388
2006,6,"ecomon_31",67,1318.727,840.9,237.371,3311.794,0,0,0,0.003,0.749,0.525,0.093,2.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.727,840.9,237.371,3311.794,0,0,0,0.003,0.749,0.525,0.093,2.217
2006,6,"ecomon_32",56,4683.16,679.586,2632.013,5588.912,0.006,0.004,0,0.014,16.617,10.783,1.505,43.938,4614.074,2896.817,21.833,9142.237,0.008,0.008,0,0.026,39.732,34.207,0,111.367,8555.687,3443.191,2632.013,13919.948,0.013,0.011,0,0.04,49.964,44.827,1.505,155.305
2006,6,"ecomon_33",70,5954.703,2959.886,125.806,10462.03,0,0.001,0,0.006,6.291,5.432,0.113,25.509,1422.091,1054.06,31.728,3937.539,0,0,0,0.002,0.5,1.096,0,4.597,6462.593,3528.535,125.806,13514.474,0,0.001,0,0.008,6.469,5.903,0.113,30.106
2006,6,"ecomon_34",136,9246.586,1085.18,6465.95,10991.756,0.009,0.011,0,0.047,19.315,6.888,10.851,43.121,11221.464,3173.135,3759.174,17698.224,0.014,0.019,0,0.086,47.617,20.845,5.726,106.927,20468.05,3472.355,10602.011,27256.024,0.023,0.03,0,0.133,66.932,27.254,20.912,150.048
2006,6,"ecomon_35",39,3157.643,1831.656,551.069,6741.429,0.011,0.023,0,0.129,7.501,7.602,0.497,38.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3157.643,1831.656,551.069,6741.429,0.011,0.023,0,0.129,7.501,7.602,0.497,38.77
2006,6,"ecomon_36",93,6324.983,1422.546,1818.56,9083.487,0.15,0.202,0.002,0.923,26.99,12.317,1.205,56.87,4173.142,3000.304,74.173,11492.952,0.164,0.222,0,1.088,40.815,40.952,0,123.339,9196.823,3525.691,1818.56,17700.683,0.263,0.394,0.002,2.012,55.078,46.147,1.205,166.437
2006,6,"ecomon_37",123,6311.866,1121.028,4388.438,8296.483,0.09,0.09,0.005,0.5,46.442,11.624,25.016,77.555,14281.934,1449.412,8285.729,16376.244,0.213,0.201,0.01,0.937,132.414,44.671,65.285,249.127,20593.8,1906.044,13786.502,23580.291,0.303,0.287,0.015,1.377,178.856,56.07,90.302,326.682
